source_file,call_title,pi_name,proposal_title,duration_months,site_count,subject_count,target_populations_count,data_waves_count,has_surveys,has_interviews,has_focus_groups,has_observations,has_tests,collection_mode,tool_development_type,languages_count,requires_translation,uses_admin_data,requires_data_linking,is_complex_design,budgeted_person_work,has_external_services,deliverables_level,has_special_equipment,is_multidisciplinary
איאד_דקיק_2_-_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,דר' איאד דקידק,"מסגרות פיתוח מקצועי של מורי המדעים בחברה הערבית בישראל: מאפיינים, אפקטיביות והשלכות",18,-1,400,-1,-1,1,1,0,0,0,Mixed,Adaptation,-1,1,1,0,0,108000,1,Unknown,1,0
איאד_דקיק_21.txt,קול קורא מס׳ 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,"ד״ר נאיל עיסא, ד״ר איאד דקידק","מסגרות פיתוח מקצועי של מורי המדעים בחברה הערבית בישראל: מאפיינים, אפקטיביות והשלכות",18,-1,400,-1,-1,1,1,0,0,0,Mixed,Adaptation,-1,1,1,-1,-1,108000,1,Unknown,1,-1
אייזנקוט_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",ד' אייזנקוט,"היבטים חברתיים ורגשיים בשילוב במ""י במערכת החינוך: השפעות הבינה המלאכותית על מיומנויות והיבטים חברתיים ורגשיים של התלמידים ובחינת אסטרטגיות וכלים להתמודדות בית ספרית",24,-1,1000,1,2,1,0,0,0,0,Online,Adaptation,-1,0,0,0,0,72000,1,Extended,1,0
איילון_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",Unknown,לילו: סימולציית שיחה מבוססת מודלי שפה גדולים לשיפור אינטרקציה דיגיטלית אצל ילדים,24,7,430,2,2,1,1,0,0,0,Mixed,New,2,1,0,0,1,216000,0,Standard,0,1
אילן_רחימי_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר אילן דניאלס רחימי",המרחב הפיסי בהוראה אקדמית פוסט קורונה,18,1,750,-1,-1,1,0,0,0,0,Online,New,-1,-1,0,0,0,120000,1,Unknown,1,-1
אימאן_גרה_עלוש_23.txt,קול קורא מס' 33/9.2023 למחקר ופיתוח בנושא השפעת תהליכי התערבות על פיתוח אוריינות לשונית בשפה העברית והערבית לדוברי ערבית,"ד""ר אימאן גרה עלוש",שחק אותה: פיתוח אוריינות השפה העברית בקרב תלמידי יסודי דרך תוכנית התערבות ממושחקת,36,30,5000,1,2,1,1,0,0,1,Mixed,Adaptation,2,1,0,0,1,101000,1,Unknown,0,-1
אבו_נסרא_24.txt,קול קורא מס' 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,"ד""ר מוחמד אבו נסרה",משאבים לחוסן של מורים ומנהלים ערבים בצל משבר מתמשך,18,27,500,5,-1,1,1,1,0,0,Field,Adaptation,1,1,0,0,1,75000,1,Extended,0,1
אבידב_אונגר_בלאו_25.txt,"קול קורא מס' 25.207/91 למחקר בנושא ""מחקר מלווה לפיילוט המבוסס על מודל חדש ללמידת מורים מקצועית""",פרופ' אורית אבידב-אונגר ופרופ' אינה בלאו,"בחינת יחסי הגומלין בין גורמים מקדמים ומעכבים לבין מודל חדש ללמידת מורים מקצועית: השפעת ממד הפדגוגי על ממד הארגוני והשפעת הֲעָלנּות, למידה בהכוונה עצמית, אוריינות דיגיטלית ומסוגלות קולקטיבית על פרסונליזציה ותרבות הלמידה",36,50,-1,4,3,1,1,0,1,0,Mixed,Adaptation,3,0,0,0,1,560000,1,Extended,0,1
אודרי_רקח_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,אודרי אדי רקח,יחסי הורים-מורים בצל ימי הקורונה: חברתי ומעמד כלכלי,18,43,-1,-1,-1,1,1,0,0,0,Mixed,Adaptation,-1,0,0,0,0,222213,1,Standard,0,0
אוסמה_סוידאן_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",פרופ' אוסאמה סוידאן,"רגב""א בכיתה: הבנת חוויות רגשיות של תלמידים והתערבות מורים בעת למידה עם בינה מלאכותית",24,2,-1,2,2,0,1,0,1,0,Field,Existing,-1,0,0,0,1,250400,1,Standard,0,1
בנטוב25.txt,"קול קורא מס' 24/9.2025 למחקר בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""",Unknown,"דפוסי שימוש והשפעות בינה מלאכותית יוצרת (במ״י) על תלמידים וצוותי הוראה: חקר דפוסים, מגמות והשפעות",36,-1,1900,2,3,1,1,1,0,1,SurveyInstitute,Adaptation,2,1,0,0,1,221400,1,Extended,0,1
ברוריה_עדיני_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר ברוריה עדיני",חוסן פונקציונלי של בתי הספר: הפקת לקחים ממגפת הקורונה במבט קדימה,18,100,-1,4,-1,1,1,0,0,0,Mixed,New,-1,0,1,0,0,99996,1,Unknown,0,0
גדעון_דישון_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,"ד""ר גדעון דישון",התמודדות עם משבר הקורונה בבתי ספר ייחודיים אידיאולוגיה חינוכית בין משבר להזדמנות,18,12,-1,3,-1,1,1,1,1,0,Field,Unknown,-1,-1,0,0,0,221508,1,Unknown,0,0
גוי_בנטוב_24.txt,קול קורא מס' 15/5.2024 בנושא חינוך בצל משבר מתמשך בחברה הערבית,"ד'ר ג'וי בנטוב, פרופ' סמי חמדאן","רווחה נפשית, התנהגויות סיכון ומעורבות אקדמית של מתבגרים ערבים: חשיבותם של גורמי חוסן אישיים משפחתיים וחברתיים",18,10,700,1,1,1,0,0,0,0,Online,Adaptation,2,1,0,0,1,126540,1,Extended,0,1
גוי_בנטוב_25.txt,"קול קורא מס' 18/7.2025 למחקר בנושא תוכנית ""בוחרים בחיים""","ד""ר ג'וי בנטוב, פרופ' נוגה כהן, ד""ר דנה לסרי","הערכת קבלת, יישמות, ויעילות התוכנית הבית ספרית למניעת אובדנות - ""בוחרים בחיים""",24,180,14400,3,3,1,1,0,0,1,Mixed,Adaptation,2,1,1,1,1,210000,1,Standard,0,1
גלי_בנימין_25.txt,"קול קורא מס' 24/9.2025 למחקר בנושא ""השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות""","ד""ר גלי בנימין","אימוץ בינה מלאכותית בהוראה: השפעת גורמים ארגוניים, מנהיגותיים ואישיים על דפוסי השימוש של מורים בבינה מלאכותית בהוראה",36,100,400,2,-1,1,1,0,0,0,Mixed,New,-1,1,0,0,1,91000,1,Standard,1,1
גמאל_ריאן_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,"ד""ר גמאל ריאן",יצירת מודל הכשרה מבוסס חינוך טכנולוגי יישומי,18,16,-1,-1,-1,1,0,0,0,0,Mixed,Adaptation,-1,1,0,0,0,216000,1,Standard,1,-1
גמאל_ריאן_25.txt,"קול קורא מס' 2025.7/18 למחקר בנושא תוכנית ""בוחרים בחיים""",ג'מאל ריאן,זיהוי חוסר קשב ואתגרים התנהגותיים של תלמידים בכיתות מושפעות מלחמה באמצעות בינה מלאכותית ולמידה עמוקה,24,-1,-1,-1,-1,1,1,0,1,0,Mixed,New,2,-1,1,1,1,240000,1,Extended,0,1
דורית_טובין_25.txt,מחקר מלווה לפיילוט המבוסס על מודל חדש ללמידת מורים מקצועית,פרופ' דורית טובין,למידת מורים מקצועית בבית הספר,36,50,550,3,2,1,1,0,1,1,Mixed,New,1,0,0,0,1,748440,1,Extended,0,0
דינה_ציבולסקי_25__2_.txt,קול קורא מס' 19/7.2025 למחקר בנושא מחקר מלווה לפיילוט המבוסס על מודל חדש ללמידת מורים מקצועית,דינה ציבולסקי,מחקר מלווה לפיילוט המבוסס על מודל חדש ללמידת מורים מקצועית,36,50,-1,3,2,1,1,1,0,0,Mixed,New,-1,0,0,0,1,622000,1,Standard,0,0
דינה_ציבולסקי_25__3_.txt,"קול קורא מס' 17/7.2025 למחקר בנושא ""תוכניות ייחודיות לקידום איכות ומספר הסטודנטים להוראה במוסדות האקדמיים""",דינה ציבולסקי,תרומת תוכנית מבטים להכשרת אקדמאים להוראת STEM,36,-1,-1,3,2,1,1,0,0,0,Mixed,Adaptation,1,0,0,0,1,319182,1,Extended,0,1
אינה_בלאו_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,פרופ' אורית אבידב-אונגר,פוסט-קורונה בבתי ספר יסודיים ועל-יסודיים: גורמים בתרבות הבית ספרית לשימור ופיתוח של תהליכי הוראה-למידה דיגיטליים,18,-1,90,-1,-1,0,1,0,0,0,Online,Unknown,1,0,0,0,0,207000,1,Unknown,0,0
אינה_בלאו_24.txt,קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר,פרופ' אינה בלאו,השימוש בנתונים בקבלת החלטות פדגוגיות: מיפוי חסמים ומקדמים בקרב הנהלה בית ספרית,18,30,60,2,2,0,1,0,1,0,Mixed,Adaptation,1,1,1,0,1,195000,1,Standard,0,0
איריס_בן_דוד_הדר_25.txt,"קול קורא מס' 19/7.2025 למחקר בנושא ""מחקר מלווה לפיילוט המבוסס על מודל חדש ללמידת מורים מקצועית""",איריס בן דוד הדר,הערכת השפעת פיילוט הלמידה המקצועית על התפתחות מורים ותוצאות למידה: מחקר משולב להערכת אפקטיביות,36,100,-1,3,3,1,1,1,1,1,Mixed,Adaptation,-1,1,1,1,1,715000,1,Extended,1,1
אלט_ועובד_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""","דורית אלט, אורית עובד",פיתוח מדדי SEL-AI: למידה חברתית-רגשית של מורים בעידן הבינה המלאכותית,24,-1,1000,2,4,1,1,0,0,0,Mixed,New,2,1,0,0,1,209010,1,Extended,0,1
אלעד_כהן_וינדרד_25.txt,"קול קורא מס' 26/9.2025 למחקר בנושא ""מחקר מלווה רב תחומי לתכנית ישראל ריאלית: קידום מקצועות ה- STEM""","פרופ' ענת כהן, ד""ר עידית אדלר, ד""ר מרב וינגרדן","יש'ראלית - מחקר מלווה רב-תחומי לתכנית ""ישראל ריאלית"" - שינוי מערכתי בחינוך ל-STEM",48,-1,6500,4,3,1,1,1,1,1,Mixed,New,2,1,1,0,1,2760394.5,1,Extended,1,1
אסטרחן_גוטנג_ארווץ_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",פרופ' קריסטה אסטרחן,פיתוח מיומנויות חברתיות-רגשיות לשיח פורה וקשוב בחברה מקוטבת: שילוב אימון מכוון בסביבה מבוססת בינה מלאכותית יוצרת,24,-1,250,2,-1,1,1,1,1,0,Mixed,Adaptation,-1,1,0,0,1,244000,1,Extended,0,1
אסף_משולם_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,"ד""ר אסף משולם",פדגוגיה רלוונטית תרבות בחברה הערבית בישראל,18,4,-1,-1,-1,0,1,0,1,0,Field,Unknown,2,1,0,0,0,185040,1,Unknown,0,0
בן_ציון_סלקמון_24.txt,"קול קורא מס' 27/8.24 למחקר בנושא ""קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר""",בן ציון סלקמון,תהליכי קבלת החלטות מבוססי נתונים בקרב מנהלי בתי ספר על-יסודיים בעיר תל אביב,18,25,25,1,-1,0,1,0,1,0,Field,New,1,0,0,0,0,221239,0,Standard,0,0
בנטוב_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",Unknown,"חיזוק החוסן של תלמידים בגילאי 13-18 באמצעות התערבות מבוססת בינה מלאכותית יוצרת לחיזוק יכולות חברתיות-רגשיות: חמלה עצמית, מנטליזציה, הערכה מחדש, ותקשורת אפקטיבית",36,-1,600,2,4,1,1,1,0,0,SurveyInstitute,New,2,1,0,0,1,159000,1,Extended,0,1
חננאל_רוזנברג_21.txt,קול קורא מס' 27/11.2021 להגשת הצעות מחקר בנושא החינוך בחברה הערבית בישראל,"חננאל רוזנברג, אזי לב און","תקשורת מקוונת בין מורים-תלמידים בציבור הערבי בישראל, בשגרה ובמצבי חירום וקונפליקט",18,-1,-1,3,-1,1,1,1,0,0,Mixed,Adaptation,2,1,0,0,1,81782,1,Unknown,1,0
טלי_גזית_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",טלי גזית,מאהבה דיגיטלית להבנה רגשית: בחינת תרומת הבינה המלאכותית לפיתוח מיומנויות SEL בקרב מתבגרים,24,-1,270,2,2,1,1,0,0,0,Mixed,Adaptation,2,1,0,0,1,114000,1,Extended,0,1
טלי_טל_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' טלי טל,"""כן, גם בשבילנו"": חינוך בסביבות למידה לא פורמאליות בחברה הערבית",18,-1,-1,7,-1,1,1,0,1,0,Field,Adaptation,2,1,0,0,0,202200,1,Unknown,0,0
טלי_רוה_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",טלי רוה,הבנת הקשר בין מספר וגודל ככלי לפיתוח אוריינות מתמטית וצמצום פערים במתמטיקה בגילי 3-5 במחקר עיצובי,36,18,-1,2,2,1,0,0,1,1,Field,Adaptation,2,1,0,0,1,380000,0,Standard,1,1
יאיר_זיו_21.txt,קול קורא מס' 27.11/21 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' יאיר זיו,החינוך בחברה הערבית בישראל,18,120,2440,-1,2,1,1,0,1,0,Mixed,Unknown,-1,-1,0,0,1,234000,0,Unknown,0,-1
יאיר_זיו_23.txt,תכניות להכשרה פדגוגית של מחנכים מטפלים במעונות יום לפעוטות,"פרופ' יאיר זיו, פרופ' אסתר עדי יפה",הערכת תכניות להכשרה פדגוגית של מחנכים מטפלים במעונות היום לפעוטות בישראל,36,160,-1,-1,3,1,1,0,1,0,Mixed,Unknown,-1,1,0,0,1,684000,0,Unknown,0,-1
יאסר_עואד_24.txt,קול קורא מס 15/5.2024 בנושא מחקר חינוך בצל משבר מתמשך בחברה הערבית,פרופ' יאסר עואד,רווחה והתנהגות סיכון בקרב תלמידים בתקופת המשבר המתמשך בחברה הערבית,18,60,3000,3,1,1,1,0,0,0,Mixed,Adaptation,3,1,1,0,1,158239,0,Standard,0,1
יבגני_רשקובסקי_24.txt,"קול קורא מס' 27/8.24 למחקר בנושא ""קבלת החלטות בית ספריות מבוססות נתונים בקרב מנהלי בתי ספר""","דר' יבגני רשקובסקי, דר' אנליה שלוסר","קבלת החלטות מבוססות נתונים בבתי ספר על יסודיים ל: שיפור הישגים, מניעת נשירה ולחלוקת משאבים",18,60,100,3,2,1,1,0,0,0,Mixed,Adaptation,-1,0,1,1,1,164185,1,Extended,0,0
יהודה_פולק_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,יהודה פולק,התנהגות סיכונית בקרב תלמידי תיכון במזרח ירושלים: גורמי סיכון וחוסן,18,10,1060,2,1,1,0,0,0,0,Field,Adaptation,1,1,0,0,1,136000,1,Unknown,0,-1
יהודה_פולק_24.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,יהודה פולק,התנהגות סיכונית בקרב תלמידים במזרח ירושלים בעקבות מלחמת חרבות ברזל,18,9,1300,2,2,1,0,0,0,0,Field,Adaptation,1,1,0,0,1,162000,0,Extended,0,0
יהודית_דורי_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' יהודית דורי,"הכשרת מורים ופיתוח מקצועי בחברה הערבית – היבט מערכתי, הצהרתי ויישומי",18,-1,715,-1,-1,1,1,0,0,0,Mixed,Adaptation,2,1,0,0,1,206482,1,Unknown,0,0
יוליה_ליפשיץ_23.txt,"קול קורא מס' 34/9.2023 למחקר בנושא – שיקולים של בוגרי החמ""ד בבחירת קריירה בהוראה, בחירת מוסד הכשרה להוראה ובחירת התמחות והשמה בהוראה","ד""ר יוליה ליפשיץ-ברזילר","פרופילים של ההלימה למקצוע ההוראה של בוגרי חמ""ד והקשר שלהם למאפיינים אישיים והיבטים אקדמיים-מקצועיים",18,-1,1500,3,-1,1,0,1,0,0,Online,Adaptation,-1,0,0,0,0,247400,1,Extended,0,0
יוליה_ליפשיץ_24.txt,קול קורא מס' 15/5.2024 בנושא חינוך בצל משבר מתמשך בחברה הערבית,פרופ' משה טטר,רווחה רגשית ומשאבי התמודדות של יועצים חינוכיים מהחברה הערבית בצל המשבר המתמשך,18,-1,500,1,1,1,0,0,0,0,Online,Adaptation,2,1,0,0,1,82000,1,Standard,0,0
דינה_ציבולסקי_25.txt,"קול קורא מס' 18/7.2025 למחקר בנושא תוכנית ""בוחרים בחיים""","פרופ""ח דינה ציבולסקי","רגשות אפיסטמיים, חוסן וסוכנות מוסרית בקרב תלמידים: למידה מבוססת אוצרות דיגיטלית של תכני ""בוחרים בחיים""",24,-1,100,1,2,1,1,0,1,0,Mixed,New,1,0,0,0,1,210000,1,Standard,0,1
דרור_דותן_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",דרור דותן,פיתוח פרקטיקות פדגוגיות ללמידה קלה ואפקטיבית של יכולות חישוב בבית הספר היסודי בהתחשב ביתרונות ובמגבלות של כישורים קוגניטיביים של ילדים.,36,-1,-1,-1,-1,0,0,0,0,1,Field,New,-1,0,0,0,1,281440,1,Standard,0,1
הדר_שובל_חן_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",Unknown,Unknown,24,-1,150,1,1,1,0,0,0,0,Field,Adaptation,1,0,0,0,1,149608,1,Extended,1,1
הישאם_גובראן_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,הישאם גוברן,Unknown,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,Unknown,Unknown,-1,-1,-1,-1,-1,193661.99999999994,1,Unknown,0,-1
זהבית_גרוס_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,פרופ' זהבית גרוס,מאפייני פעילות החינוך הבלתי פורמאלי בבית הספר העל יסודי הערבי כמנבאים את הישגי התלמידים והמאפיינים הרגשיים-חברתיים שלהם,18,50,2000,4,-1,1,1,1,0,0,Mixed,Unknown,2,1,0,0,-1,94950,1,Unknown,0,-1
זהבית_גרוס_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""",פרופסור זהבית גרוס,"התנדבות מיטבית של תלמידים יהודים, ערבים ודרוזים במהלך תקופת מלחמת חרבות ברזל",18,-1,280,3,1,1,1,0,0,0,Online,Existing,-1,0,0,0,1,30000,1,Extended,0,1
חניתה_קושר_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""""","ד""ר חניתה קושר וד""ר נגה פיטובסקי",Unknown,18,30,150,-1,1,1,1,0,0,0,Mixed,Adaptation,2,1,0,0,0,115541.85,1,Standard,1,0
סמי_מחגאנה_21.txt,קול קורא מס' 27.11/2021 למחקר בנושא החינוך בחברה הערבית בישראל,סמי מחגאנה,"השפעתם של התוכניות להכשרת מורים ערבים על מסוגלות הוראה, מוטיבציה להוראה, שביעות רצון מבחירת מקצוע ההוראה ומוכנות להתמדה במקצוע: מחקר אורך",18,2,800,-1,2,1,1,0,0,0,Field,Adaptation,-1,-1,0,0,0,193662,1,Extended,0,0
עביר_עסלה_25.txt,"השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות","ד""ר עביר עסאלה-בדארנה","השפעות בינה מלאכותית יוצרת על תלמידים ועובדי הוראה: חקר מגמות, דפוסים והשפעות",36,-1,1450,3,3,1,1,1,0,0,Mixed,Adaptation,2,1,1,1,1,226000,1,Extended,0,1
עדינה_שמיר_21.txt,קול קורא מס' 27/11.2021 למחקר בנושא החינוך בחברה הערבית בישראל,Unknown,פעילות עם ספר אלקטרוני לקידום אוריינות תלמידים עם לקות למידה דוברי השפה הערבית כשפת אם ועברית כשפה שניה,18,-1,320,2,2,1,0,0,0,1,Field,Adaptation,2,1,0,0,1,200000,1,Unknown,1,-1
עומר_לינקובסקי_25.txt,"קול קורא מס' 25/9.2025 למחקר בנושא ""היבטים חברתיים ורגשיים בשילוב AI במערכת החינוך""",עומר לינקובסקי,התנהלות תלמידים עם מודלי בינה מלאכותית לזיהוי תסמינים נפשיים,24,-1,111,1,1,1,0,0,0,1,Online,New,1,0,0,0,1,249600,0,Standard,0,-1
עינב_עמרם_אשרוב_24__2_.txt,קול קורא מס 15/5.2024 למחקר בנושא חינוך בצל משבר מתמשך בחברה הערבית,עינב עמרם אשרוב,"תרומת ההשתתפות בתוכנית המד""צים - מעורבות אזרחית והתמודדות עם מצבי לחץ בעת משבר על בני נוער מהחברה הערבית. מחקר אורך.",24,-1,600,2,2,1,1,0,0,0,Mixed,Adaptation,2,1,0,0,1,123000,1,Standard,1,0
עינב_עמרם_אשרוב_24.txt,"קול קורא מס' 26/8.24 למחקר בנושא ""התנדבות תלמידים בעת מלחמת """"חרבות ברזל""""","ד""ר עינב עמרם אשרוב",הסברה ומעורבות בעת מלחמה,18,-1,600,3,2,1,1,0,0,0,Mixed,Adaptation,-1,0,0,0,1,143000,1,Extended,1,0
עינת_הד_24.txt,"קול קורא מס' 14/5.2024 למחקר ופיתוח בנושא הוראה, למידה והערכה של מתמטיקה בגילי היסוד",פרופ' עינת הד מצויינים,פרקטיקות הוראה היכולות למנוע מעגלי כישלון ולמנף אותן ללמידת מתמטיקה של תלמידי כיתות היסודי הגבוהות,36,4,100,2,4,0,1,0,1,1,Field,Adaptation,1,0,1,0,1,388000,1,Extended,1,0
ענבל_לבשקוביץ_25.txt,"קול קורא מס' 2025.7/18 למחקר בנושא תוכנית ""בוחרים בחיים""",פרופ' ענבר לבקוביץ,"תוכנית ""בוחרים בחיים"" במבט רב-תרבותי: הערכת השפעת תוכנית מניעת אובדנות בקרב תלמידים, הורים וצוותי חינוך מהחברה היהודית והערבית",24,-1,840,3,2,1,1,0,0,0,Mixed,Adaptation,2,1,0,0,1,244805.1836734694,1,Extended,1,1
מירי_ימיני_21.txt,קול קורא מס' 26/11.2021 למחקר בנושאים בחינוך הקשורים להשפעות תקופת הקורונה על מערכת החינוך,Unknown,הוראה ולמידה מרחוק בעתות של ריחוק חברתי - חקר אורבני סוציולוגי,18,16,3820,3,-1,1,1,1,1,0,Mixed,New,2,1,0,0,0,199578,1,Unknown,0,1
